Numeric:   Analytic:  Relative Error:
0.652309   0.652309   8.3309e-08
0.65238   0.65238   8.3309e-08
0.652451   0.652451   8.3309e-08
0.652521   0.652522   8.3309e-08
0.652592   0.652592   8.3309e-08
0.652663   0.652663   8.3309e-08
0.652733   0.652733   8.3309e-08
0.652803   0.652803   8.3309e-08
0.652873   0.652873   8.3309e-08
0.652943   0.652943   8.3309e-08
0.653012   0.653012   8.3309e-08
0.653082   0.653082   8.3309e-08
0.653151   0.653151   8.3309e-08
0.65322   0.65322   8.33089e-08
0.653289   0.653289   8.33089e-08
0.653358   0.653358   8.33089e-08
0.653426   0.653426   8.33089e-08
0.653495   0.653495   8.33089e-08
0.653563   0.653563   8.33089e-08
0.653631   0.653631   8.33089e-08
0.653699   0.653699   8.33089e-08
0.653767   0.653767   8.33089e-08
0.653834   0.653834   8.33089e-08
0.653902   0.653902   8.33089e-08
0.653969   0.653969   8.33089e-08
0.654036   0.654036   8.33089e-08
0.654103   0.654103   8.33089e-08
0.65417   0.65417   8.33089e-08
0.654236   0.654236   8.33089e-08
0.654303   0.654303   8.33089e-08
0.654369   0.654369   8.33089e-08
0.654435   0.654435   8.33089e-08
0.654501   0.654501   8.33089e-08
0.654566   0.654567   8.33089e-08
0.654632   0.654632   8.33089e-08
0.654697   0.654698   8.33089e-08
0.654763   0.654763   8.33089e-08
0.654828   0.654828   8.33089e-08
0.654893   0.654893   8.33089e-08
0.654957   0.654958   8.33089e-08
0.655022   0.655022   8.33089e-08
0.655086   0.655087   8.33089e-08
0.655151   0.655151   8.33089e-08
0.655215   0.655215   8.33089e-08
0.655279   0.655279   8.33089e-08
0.655343   0.655343   8.33089e-08
0.655406   0.655406   8.33089e-08
0.65547   0.65547   8.33089e-08
0.655533   0.655533   8.33088e-08
0.655596   0.655596   8.33088e-08
0.655659   0.655659   8.33088e-08
0.655722   0.655722   8.33088e-08
0.655784   0.655784   8.33088e-08
0.655847   0.655847   8.33088e-08
0.655909   0.655909   8.33088e-08
0.655971   0.655971   8.33088e-08
0.656033   0.656033   8.33088e-08
0.656095   0.656095   8.33088e-08
0.656157   0.656157   8.33088e-08
0.656218   0.656218   8.33088e-08
0.656279   0.656279   8.33088e-08
0.656341   0.656341   8.33088e-08
0.656402   0.656402   8.33088e-08
0.656462   0.656462   8.33088e-08
0.656523   0.656523   8.33088e-08
0.656584   0.656584   8.33088e-08
0.656644   0.656644   8.33088e-08
0.656704   0.656704   8.33088e-08
0.656764   0.656764   8.33088e-08
0.656824   0.656824   8.33088e-08
0.656884   0.656884   8.33088e-08
0.656943   0.656943   8.33088e-08
0.657003   0.657003   8.33088e-08
0.657062   0.657062   8.33088e-08
0.657121   0.657121   8.33088e-08
0.65718   0.65718   8.33088e-08
0.657239   0.657239   8.33088e-08
0.657297   0.657297   8.33088e-08
0.657356   0.657356   8.33088e-08
0.657414   0.657414   8.33088e-08
0.657472   0.657472   8.33088e-08
0.65753   0.65753   8.33087e-08
0.657588   0.657588   8.33087e-08
0.657646   0.657646   8.33087e-08
0.657703   0.657703   8.33087e-08
0.657761   0.657761   8.33087e-08
0.657818   0.657818   8.33087e-08
0.657875   0.657875   8.33087e-08
0.657932   0.657932   8.33087e-08
0.657988   0.657988   8.33087e-08
0.658045   0.658045   8.33087e-08
0.658101   0.658101   8.33087e-08
0.658158   0.658158   8.33087e-08
0.658214   0.658214   8.33087e-08
0.65827   0.65827   8.33087e-08
0.658325   0.658325   8.33087e-08
0.658381   0.658381   8.33087e-08
0.658436   0.658437   8.33087e-08
0.658492   0.658492   8.33087e-08
0.658547   0.658547   8.33087e-08
0.658602   0.658602   8.33087e-08
0.658657   0.658657   8.33087e-08
0.658712   0.658712   8.33087e-08
0.658766   0.658766   8.33087e-08
0.65882   0.65882   8.33087e-08
0.658875   0.658875   8.33087e-08
0.658929   0.658929   8.33087e-08
0.658983   0.658983   8.33087e-08
0.659036   0.659036   8.33087e-08
0.65909   0.65909   8.33087e-08
0.659143   0.659144   8.33087e-08
0.659197   0.659197   8.33087e-08
0.65925   0.65925   8.33087e-08
0.659303   0.659303   8.33087e-08
0.659356   0.659356   8.33086e-08
0.659408   0.659409   8.33086e-08
0.659461   0.659461   8.33086e-08
0.659513   0.659513   8.33086e-08
0.659566   0.659566   8.33086e-08
0.659618   0.659618   8.33086e-08
0.65967   0.65967   8.33086e-08
0.659721   0.659722   8.33086e-08
0.659773   0.659773   8.33086e-08
0.659825   0.659825   8.33086e-08
0.659876   0.659876   8.33086e-08
0.659927   0.659927   8.33086e-08
0.659978   0.659978   8.33086e-08
0.660029   0.660029   8.33086e-08
0.66008   0.66008   8.33086e-08
0.66013   0.66013   8.33086e-08
0.660181   0.660181   8.33086e-08
0.660231   0.660231   8.33086e-08
0.660281   0.660281   8.33086e-08
0.660331   0.660331   8.33086e-08
0.660381   0.660381   8.33086e-08
0.660431   0.660431   8.33086e-08
0.66048   0.66048   8.33086e-08
0.660529   0.660529   8.33086e-08
0.660579   0.660579   8.33086e-08
0.660628   0.660628   8.33086e-08
0.660677   0.660677   8.33086e-08
0.660725   0.660725   8.33086e-08
0.660774   0.660774   8.33086e-08
0.660823   0.660823   8.33086e-08
0.660871   0.660871   8.33086e-08
0.660919   0.660919   8.33086e-08
0.660967   0.660967   8.33086e-08
0.661015   0.661015   8.33086e-08
0.661063   0.661063   8.33086e-08
0.66111   0.66111   8.33086e-08
0.661158   0.661158   8.33086e-08
0.661205   0.661205   8.33086e-08
0.661252   0.661252   8.33086e-08
0.661299   0.661299   8.33086e-08
0.661346   0.661346   8.33086e-08
0.661393   0.661393   8.33086e-08
0.661439   0.661439   8.33086e-08
0.661486   0.661486   8.33086e-08
0.661532   0.661532   8.33086e-08
0.661578   0.661578   8.33086e-08
0.661624   0.661624   8.33086e-08
0.66167   0.66167   8.33086e-08
0.661716   0.661716   8.33086e-08
0.661761   0.661761   8.33085e-08
0.661807   0.661807   8.33085e-08
0.661852   0.661852   8.33085e-08
0.661897   0.661897   8.33085e-08
0.661942   0.661942   8.33085e-08
0.661987   0.661987   8.33085e-08
0.662031   0.662031   8.33085e-08
0.662076   0.662076   8.33085e-08
0.66212   0.66212   8.33085e-08
0.662164   0.662165   8.33085e-08
0.662209   0.662209   8.33085e-08
0.662253   0.662253   8.33085e-08
0.662296   0.662296   8.33085e-08
0.66234   0.66234   8.33085e-08
0.662383   0.662384   8.33085e-08
0.662427   0.662427   8.33085e-08
0.66247   0.66247   8.33085e-08
0.662513   0.662513   8.33085e-08
0.662556   0.662556   8.33085e-08
0.662599   0.662599   8.33085e-08
0.662642   0.662642   8.33085e-08
0.662684   0.662684   8.33085e-08
0.662726   0.662727   8.33085e-08
0.662769   0.662769   8.33085e-08
0.662811   0.662811   8.33085e-08
0.662853   0.662853   8.33085e-08
0.662895   0.662895   8.33085e-08
0.662936   0.662936   8.33085e-08
0.662978   0.662978   8.33085e-08
0.663019   0.663019   8.33085e-08
0.66306   0.66306   8.33085e-08
0.663101   0.663102   8.33085e-08
0.663142   0.663142   8.33085e-08
0.663183   0.663183   8.33085e-08
0.663224   0.663224   8.33085e-08
0.663264   0.663264   8.33085e-08
0.663305   0.663305   8.33085e-08
0.663345   0.663345   8.33085e-08
0.663385   0.663385   8.33085e-08
0.663425   0.663425   8.33085e-08
0.663465   0.663465   8.33085e-08
0.663505   0.663505   8.33085e-08
0.663544   0.663544   8.33085e-08
0.663584   0.663584   8.33085e-08
0.663623   0.663623   8.33085e-08
0.663662   0.663662   8.33085e-08
0.663701   0.663701   8.33085e-08
0.66374   0.66374   8.33085e-08
0.663779   0.663779   8.33085e-08
0.663817   0.663817   8.33084e-08
0.663856   0.663856   8.33084e-08
0.663894   0.663894   8.33084e-08
0.663932   0.663932   8.33084e-08
0.66397   0.66397   8.33084e-08
0.664008   0.664008   8.33084e-08
0.664046   0.664046   8.33084e-08
0.664083   0.664083   8.33084e-08
0.664121   0.664121   8.33084e-08
0.664158   0.664158   8.33084e-08
0.664195   0.664196   8.33084e-08
0.664233   0.664233   8.33084e-08
0.664269   0.66427   8.33084e-08
0.664306   0.664306   8.33084e-08
0.664343   0.664343   8.33084e-08
0.664379   0.664379   8.33084e-08
0.664416   0.664416   8.33084e-08
0.664452   0.664452   8.33084e-08
0.664488   0.664488   8.33084e-08
0.664524   0.664524   8.33084e-08
0.66456   0.66456   8.33084e-08
0.664596   0.664596   8.33084e-08
0.664631   0.664631   8.33084e-08
0.664667   0.664667   8.33084e-08
0.664702   0.664702   8.33084e-08
0.664737   0.664737   8.33084e-08
0.664772   0.664772   8.33084e-08
0.664807   0.664807   8.33084e-08
0.664842   0.664842   8.33084e-08
0.664876   0.664876   8.33084e-08
0.664911   0.664911   8.33084e-08
0.664945   0.664945   8.33084e-08
0.664979   0.66498   8.33084e-08
0.665014   0.665014   8.33084e-08
0.665048   0.665048   8.33084e-08
0.665081   0.665081   8.33084e-08
0.665115   0.665115   8.33084e-08
0.665149   0.665149   8.33084e-08
0.665182   0.665182   8.33084e-08
0.665215   0.665215   8.33084e-08
0.665248   0.665248   8.33084e-08
0.665281   0.665281   8.33084e-08
0.665314   0.665314   8.33084e-08
0.665347   0.665347   8.33084e-08
0.66538   0.66538   8.33084e-08
0.665412   0.665412   8.33084e-08
0.665445   0.665445   8.33084e-08
0.665477   0.665477   8.33084e-08
0.665509   0.665509   8.33084e-08
0.665541   0.665541   8.33084e-08
0.665573   0.665573   8.33084e-08
0.665604   0.665604   8.33084e-08
0.665636   0.665636   8.33084e-08
0.665667   0.665667   8.33083e-08
0.665699   0.665699   8.33083e-08
0.66573   0.66573   8.33083e-08
0.665761   0.665761   8.33083e-08
0.665792   0.665792   8.33083e-08
0.665822   0.665823   8.33083e-08
0.665853   0.665853   8.33083e-08
0.665884   0.665884   8.33083e-08
0.665914   0.665914   8.33083e-08
0.665944   0.665944   8.33083e-08
0.665974   0.665974   8.33083e-08
0.666004   0.666004   8.33083e-08
0.666034   0.666034   8.33083e-08
0.666064   0.666064   8.33083e-08
0.666094   0.666094   8.33083e-08
0.666123   0.666123   8.33083e-08
0.666152   0.666152   8.33083e-08
0.666182   0.666182   8.33083e-08
0.666211   0.666211   8.33083e-08
0.66624   0.66624   8.33083e-08
0.666268   0.666269   8.33083e-08
0.666297   0.666297   8.33083e-08
0.666326   0.666326   8.33083e-08
0.666354   0.666354   8.33083e-08
0.666382   0.666383   8.33083e-08
0.666411   0.666411   8.33083e-08
0.666439   0.666439   8.33083e-08
0.666467   0.666467   8.33083e-08
0.666494   0.666495   8.33083e-08
0.666522   0.666522   8.33083e-08
0.66655   0.66655   8.33083e-08
0.666577   0.666577   8.33083e-08
0.666604   0.666604   8.33083e-08
0.666632   0.666632   8.33083e-08
0.666659   0.666659   8.33083e-08
0.666685   0.666686   8.33083e-08
0.666712   0.666712   8.33083e-08
0.666739   0.666739   8.33083e-08
0.666765   0.666766   8.33083e-08
0.666792   0.666792   8.33083e-08
0.666818   0.666818   8.33083e-08
0.666844   0.666844   8.33083e-08
0.66687   0.66687   8.33083e-08
0.666896   0.666896   8.33083e-08
0.666922   0.666922   8.33083e-08
0.666948   0.666948   8.33083e-08
0.666973   0.666973   8.33083e-08
0.666999   0.666999   8.33083e-08
0.667024   0.667024   8.33083e-08
0.667049   0.667049   8.33083e-08
0.667074   0.667074   8.33083e-08
0.667099   0.667099   8.33083e-08
0.667124   0.667124   8.33083e-08
0.667148   0.667148   8.33083e-08
0.667173   0.667173   8.33083e-08
0.667197   0.667197   8.33083e-08
0.667221   0.667222   8.33083e-08
0.667246   0.667246   8.33083e-08
0.66727   0.66727   8.33083e-08
0.667294   0.667294   8.33083e-08
0.667317   0.667317   8.33083e-08
0.667341   0.667341   8.33083e-08
0.667365   0.667365   8.33083e-08
0.667388   0.667388   8.33083e-08
0.667411   0.667411   8.33083e-08
0.667434   0.667434   8.33083e-08
0.667457   0.667457   8.33082e-08
0.66748   0.66748   8.33082e-08
0.667503   0.667503   8.33082e-08
0.667526   0.667526   8.33082e-08
0.667548   0.667548   8.33082e-08
0.667571   0.667571   8.33082e-08
0.667593   0.667593   8.33082e-08
0.667615   0.667615   8.33082e-08
0.667637   0.667637   8.33082e-08
0.667659   0.667659   8.33082e-08
0.667681   0.667681   8.33082e-08
0.667703   0.667703   8.33082e-08
0.667724   0.667724   8.33082e-08
0.667746   0.667746   8.33082e-08
0.667767   0.667767   8.33082e-08
0.667788   0.667788   8.33082e-08
0.667809   0.667809   8.33082e-08
0.66783   0.66783   8.33082e-08
0.667851   0.667851   8.33082e-08
0.667872   0.667872   8.33082e-08
0.667892   0.667893   8.33082e-08
0.667913   0.667913   8.33082e-08
0.667933   0.667933   8.33082e-08
0.667954   0.667954   8.33082e-08
0.667974   0.667974   8.33082e-08
0.667994   0.667994   8.33082e-08
0.668014   0.668014   8.33082e-08
0.668033   0.668033   8.33082e-08
0.668053   0.668053   8.33082e-08
0.668072   0.668073   8.33082e-08
0.668092   0.668092   8.33082e-08
0.668111   0.668111   8.33082e-08
0.66813   0.66813   8.33082e-08
0.668149   0.668149   8.33082e-08
0.668168   0.668168   8.33082e-08
0.668187   0.668187   8.33082e-08
0.668206   0.668206   8.33082e-08
0.668224   0.668224   8.33082e-08
0.668243   0.668243   8.33082e-08
0.668261   0.668261   8.33082e-08
0.668279   0.668279   8.33082e-08
0.668297   0.668298   8.33082e-08
0.668315   0.668315   8.33082e-08
0.668333   0.668333   8.33082e-08
0.668351   0.668351   8.33082e-08
0.668369   0.668369   8.33082e-08
0.668386   0.668386   8.33082e-08
0.668404   0.668404   8.33082e-08
0.668421   0.668421   8.33082e-08
0.668438   0.668438   8.33082e-08
0.668455   0.668455   8.33082e-08
0.668472   0.668472   8.33082e-08
0.668489   0.668489   8.33082e-08
0.668505   0.668505   8.33082e-08
0.668522   0.668522   8.33082e-08
0.668538   0.668539   8.33082e-08
0.668555   0.668555   8.33082e-08
0.668571   0.668571   8.33082e-08
0.668587   0.668587   8.33082e-08
0.668603   0.668603   8.33082e-08
0.668619   0.668619   8.33082e-08
0.668635   0.668635   8.33082e-08
0.66865   0.66865   8.33082e-08
0.668666   0.668666   8.33082e-08
0.668681   0.668681   8.33082e-08
0.668697   0.668697   8.33082e-08
0.668712   0.668712   8.33082e-08
0.668727   0.668727   8.33082e-08
0.668742   0.668742   8.33082e-08
0.668757   0.668757   8.33082e-08
0.668771   0.668771   8.33082e-08
0.668786   0.668786   8.33082e-08
0.6688   0.668801   8.33082e-08
0.668815   0.668815   8.33082e-08
0.668829   0.668829   8.33082e-08
0.668843   0.668843   8.33082e-08
0.668857   0.668857   8.33082e-08
0.668871   0.668871   8.33082e-08
0.668885   0.668885   8.33082e-08
0.668899   0.668899   8.33082e-08
0.668912   0.668912   8.33082e-08
0.668926   0.668926   8.33082e-08
0.668939   0.668939   8.33082e-08
0.668952   0.668952   8.33082e-08
0.668965   0.668966   8.33082e-08
0.668978   0.668979   8.33082e-08
0.668991   0.668991   8.33082e-08
0.669004   0.669004   8.33082e-08
0.669017   0.669017   8.33082e-08
0.669029   0.669029   8.33082e-08
0.669042   0.669042   8.33082e-08
0.669054   0.669054   8.33082e-08
0.669066   0.669066   8.33082e-08
0.669079   0.669079   8.33082e-08
0.669091   0.669091   8.33082e-08
0.669102   0.669102   8.33082e-08
0.669114   0.669114   8.33082e-08
0.669126   0.669126   8.33082e-08
0.669137   0.669137   8.33082e-08
0.669149   0.669149   8.33082e-08
0.66916   0.66916   8.33082e-08
0.669171   0.669171   8.33082e-08
0.669183   0.669183   8.33082e-08
0.669194   0.669194   8.33082e-08
0.669204   0.669204   8.33082e-08
0.669215   0.669215   8.33082e-08
0.669226   0.669226   8.33082e-08
0.669236   0.669236   8.33082e-08
0.669247   0.669247   8.33082e-08
0.669257   0.669257   8.33082e-08
0.669267   0.669267   8.33082e-08
0.669278   0.669278   8.33082e-08
0.669288   0.669288   8.33082e-08
0.669297   0.669297   8.33082e-08
0.669307   0.669307   8.33082e-08
0.669317   0.669317   8.33082e-08
0.669326   0.669326   8.33082e-08
0.669336   0.669336   8.33082e-08
0.669345   0.669345   8.33082e-08
0.669354   0.669355   8.33082e-08
0.669364   0.669364   8.33082e-08
0.669373   0.669373   8.33082e-08
0.669382   0.669382   8.33082e-08
0.66939   0.66939   8.33082e-08
0.669399   0.669399   8.33082e-08
0.669408   0.669408   8.33082e-08
0.669416   0.669416   8.33082e-08
0.669424   0.669424   8.33082e-08
0.669433   0.669433   8.33082e-08
0.669441   0.669441   8.33082e-08
0.669449   0.669449   8.33082e-08
0.669457   0.669457   8.33082e-08
0.669465   0.669465   8.33082e-08
0.669472   0.669472   8.33082e-08
0.66948   0.66948   8.33082e-08
0.669487   0.669488   8.33082e-08
0.669495   0.669495   8.33082e-08
0.669502   0.669502   8.33082e-08
0.669509   0.669509   8.33082e-08
0.669516   0.669516   8.33082e-08
0.669523   0.669523   8.33082e-08
0.66953   0.66953   8.33082e-08
0.669537   0.669537   8.33082e-08
0.669544   0.669544   8.33082e-08
0.66955   0.66955   8.33082e-08
0.669557   0.669557   8.33082e-08
0.669563   0.669563   8.33082e-08
0.669569   0.669569   8.33082e-08
0.669575   0.669575   8.33082e-08
0.669581   0.669581   8.33082e-08
0.669587   0.669587   8.33082e-08
0.669593   0.669593   8.33082e-08
0.669599   0.669599   8.33082e-08
0.669604   0.669604   8.33082e-08
0.66961   0.66961   8.33082e-08
0.669615   0.669615   8.33082e-08
0.66962   0.66962   8.33082e-08
0.669626   0.669626   8.33082e-08
0.669631   0.669631   8.33082e-08
0.669636   0.669636   8.33082e-08
0.66964   0.66964   8.33082e-08
0.669645   0.669645   8.33082e-08
0.66965   0.66965   8.33082e-08
0.669654   0.669654   8.33082e-08
0.669659   0.669659   8.33082e-08
0.669663   0.669663   8.33082e-08
0.669667   0.669667   8.33082e-08
0.669671   0.669671   8.33082e-08
0.669675   0.669675   8.33082e-08
0.669679   0.669679   8.33082e-08
0.669683   0.669683   8.33082e-08
0.669687   0.669687   8.33082e-08
0.66969   0.66969   8.33082e-08
0.669694   0.669694   8.33082e-08
0.669697   0.669697   8.33082e-08
0.669701   0.669701   8.33082e-08
0.669704   0.669704   8.33082e-08
0.669707   0.669707   8.33082e-08
0.66971   0.66971   8.33082e-08
0.669713   0.669713   8.33082e-08
0.669715   0.669716   8.33082e-08
0.669718   0.669718   8.33082e-08
0.669721   0.669721   8.33082e-08
0.669723   0.669723   8.33082e-08
0.669726   0.669726   8.33082e-08
0.669728   0.669728   8.33082e-08
0.66973   0.66973   8.33082e-08
0.669732   0.669732   8.33082e-08
0.669734   0.669734   8.33082e-08
0.669736   0.669736   8.33082e-08
0.669738   0.669738   8.33082e-08
0.669739   0.669739   8.33082e-08
0.669741   0.669741   8.33082e-08
0.669742   0.669742   8.33082e-08
0.669744   0.669744   8.33082e-08
0.669745   0.669745   8.33082e-08
0.669746   0.669746   8.33082e-08
0.669747   0.669747   8.33082e-08
0.669748   0.669748   8.33082e-08
0.669749   0.669749   8.33082e-08
0.66975   0.66975   8.33082e-08
0.66975   0.66975   8.33082e-08
0.669751   0.669751   8.33082e-08
0.669751   0.669751   8.33082e-08
0.669751   0.669752   8.33082e-08
0.669752   0.669752   8.33082e-08
0.669752   0.669752   8.33082e-08
0.669752   0.669752   8.33082e-08
0.669752   0.669752   8.33082e-08
0.669752   0.669752   8.33082e-08
0.669751   0.669751   8.33082e-08
0.669751   0.669751   8.33082e-08
0.669751   0.669751   8.33082e-08
0.66975   0.66975   8.33082e-08
0.669749   0.669749   8.33082e-08
0.669749   0.669749   8.33082e-08
0.669748   0.669748   8.33082e-08
0.669747   0.669747   8.33082e-08
0.669746   0.669746   8.33082e-08
0.669745   0.669745   8.33082e-08
0.669743   0.669743   8.33082e-08
0.669742   0.669742   8.33082e-08
0.66974   0.669741   8.33082e-08
0.669739   0.669739   8.33082e-08
0.669737   0.669737   8.33082e-08
0.669736   0.669736   8.33082e-08
0.669734   0.669734   8.33082e-08
0.669732   0.669732   8.33082e-08
0.66973   0.66973   8.33082e-08
0.669728   0.669728   8.33082e-08
0.669725   0.669725   8.33082e-08
0.669723   0.669723   8.33082e-08
0.669721   0.669721   8.33082e-08
0.669718   0.669718   8.33082e-08
0.669715   0.669715   8.33082e-08
0.669713   0.669713   8.33082e-08
0.66971   0.66971   8.33082e-08
0.669707   0.669707   8.33082e-08
0.669704   0.669704   8.33082e-08
0.669701   0.669701   8.33082e-08
0.669698   0.669698   8.33082e-08
0.669694   0.669694   8.33082e-08
0.669691   0.669691   8.33082e-08
0.669687   0.669687   8.33082e-08
0.669684   0.669684   8.33082e-08
0.66968   0.66968   8.33082e-08
0.669676   0.669676   8.33082e-08
0.669672   0.669672   8.33082e-08
0.669668   0.669668   8.33082e-08
0.669664   0.669664   8.33082e-08
0.66966   0.66966   8.33082e-08
0.669656   0.669656   8.33082e-08
0.669652   0.669652   8.33082e-08
0.669647   0.669647   8.33082e-08
0.669643   0.669643   8.33082e-08
0.669638   0.669638   8.33082e-08
0.669633   0.669633   8.33082e-08
0.669628   0.669628   8.33082e-08
0.669623   0.669623   8.33082e-08
0.669618   0.669618   8.33082e-08
0.669613   0.669613   8.33082e-08
0.669608   0.669608   8.33082e-08
0.669603   0.669603   8.33082e-08
0.669597   0.669597   8.33082e-08
0.669592   0.669592   8.33082e-08
0.669586   0.669586   8.33082e-08
0.66958   0.669581   8.33082e-08
0.669575   0.669575   8.33082e-08
0.669569   0.669569   8.33082e-08
0.669563   0.669563   8.33082e-08
0.669557   0.669557   8.33082e-08
0.669551   0.669551   8.33082e-08
0.669544   0.669544   8.33082e-08
0.669538   0.669538   8.33082e-08
0.669532   0.669532   8.33082e-08
0.669525   0.669525   8.33082e-08
0.669518   0.669518   8.33082e-08
0.669512   0.669512   8.33082e-08
0.669505   0.669505   8.33082e-08
0.669498   0.669498   8.33082e-08
0.669491   0.669491   8.33082e-08
0.669484   0.669484   8.33082e-08
0.669477   0.669477   8.33082e-08
0.669469   0.669469   8.33082e-08
0.669462   0.669462   8.33082e-08
0.669454   0.669455   8.33082e-08
0.669447   0.669447   8.33082e-08
0.669439   0.669439   8.33082e-08
0.669432   0.669432   8.33082e-08
0.669424   0.669424   8.33082e-08
0.669416   0.669416   8.33082e-08
0.669408   0.669408   8.33082e-08
0.6694   0.6694   8.33082e-08
0.669391   0.669391   8.33082e-08
0.669383   0.669383   8.33082e-08
0.669375   0.669375   8.33082e-08
0.669366   0.669366   8.33082e-08
0.669358   0.669358   8.33082e-08
0.669349   0.669349   8.33082e-08
0.66934   0.66934   8.33082e-08
0.669331   0.669331   8.33082e-08
0.669322   0.669323   8.33082e-08
0.669313   0.669313   8.33082e-08
0.669304   0.669304   8.33082e-08
0.669295   0.669295   8.33082e-08
0.669286   0.669286   8.33082e-08
0.669276   0.669276   8.33082e-08
0.669267   0.669267   8.33082e-08
0.669257   0.669257   8.33082e-08
0.669248   0.669248   8.33082e-08
0.669238   0.669238   8.33082e-08
0.669228   0.669228   8.33082e-08
0.669218   0.669218   8.33082e-08
0.669208   0.669208   8.33082e-08
0.669198   0.669198   8.33082e-08
0.669188   0.669188   8.33082e-08
0.669178   0.669178   8.33082e-08
0.669167   0.669167   8.33082e-08
0.669157   0.669157   8.33082e-08
0.669146   0.669146   8.33082e-08
0.669135   0.669136   8.33082e-08
0.669125   0.669125   8.33082e-08
0.669114   0.669114   8.33082e-08
0.669103   0.669103   8.33082e-08
0.669092   0.669092   8.33082e-08
0.669081   0.669081   8.33082e-08
0.66907   0.66907   8.33082e-08
0.669058   0.669058   8.33082e-08
0.669047   0.669047   8.33082e-08
0.669036   0.669036   8.33082e-08
0.669024   0.669024   8.33082e-08
0.669012   0.669013   8.33082e-08
0.669001   0.669001   8.33082e-08
0.668989   0.668989   8.33082e-08
0.668977   0.668977   8.33082e-08
0.668965   0.668965   8.33082e-08
0.668953   0.668953   8.33082e-08
0.668941   0.668941   8.33082e-08
0.668929   0.668929   8.33082e-08
0.668916   0.668916   8.33082e-08
0.668904   0.668904   8.33082e-08
0.668891   0.668891   8.33082e-08
0.668879   0.668879   8.33082e-08
0.668866   0.668866   8.33082e-08
0.668853   0.668853   8.33082e-08
0.66884   0.66884   8.33082e-08
0.668828   0.668828   8.33082e-08
0.668814   0.668815   8.33082e-08
0.668801   0.668801   8.33082e-08
0.668788   0.668788   8.33082e-08
0.668775   0.668775   8.33082e-08
0.668761   0.668762   8.33082e-08
0.668748   0.668748   8.33082e-08
0.668734   0.668735   8.33082e-08
0.668721   0.668721   8.33082e-08
0.668707   0.668707   8.33082e-08
0.668693   0.668693   8.33082e-08
0.668679   0.668679   8.33082e-08
0.668665   0.668665   8.33082e-08
0.668651   0.668651   8.33082e-08
0.668637   0.668637   8.33081e-08
0.668623   0.668623   8.33081e-08
0.668609   0.668609   8.33081e-08
0.668594   0.668594   8.33081e-08
0.66858   0.66858   8.33081e-08
0.668565   0.668565   8.33081e-08
0.66855   0.668551   8.33081e-08
0.668536   0.668536   8.33081e-08
0.668521   0.668521   8.33081e-08
0.668506   0.668506   8.33081e-08
0.668491   0.668491   8.33081e-08
0.668476   0.668476   8.33081e-08
0.668461   0.668461   8.33081e-08
0.668445   0.668446   8.33081e-08
0.66843   0.66843   8.33081e-08
0.668415   0.668415   8.33081e-08
0.668399   0.668399   8.33081e-08
0.668384   0.668384   8.33081e-08
0.668368   0.668368   8.33081e-08
0.668352   0.668352   8.33081e-08
0.668336   0.668336   8.33081e-08
0.66832   0.66832   8.33081e-08
0.668304   0.668304   8.33081e-08
0.668288   0.668288   8.33081e-08
0.668272   0.668272   8.33081e-08
0.668256   0.668256   8.33081e-08
0.668239   0.668239   8.33081e-08
0.668223   0.668223   8.33081e-08
0.668206   0.668206   8.33081e-08
0.66819   0.66819   8.33081e-08
0.668173   0.668173   8.33081e-08
0.668156   0.668156   8.33081e-08
0.668139   0.66814   8.33081e-08
0.668123   0.668123   8.33081e-08
0.668106   0.668106   8.33081e-08
0.668088   0.668088   8.33081e-08
0.668071   0.668071   8.33081e-08
0.668054   0.668054   8.33081e-08
0.668037   0.668037   8.33081e-08
0.668019   0.668019   8.33081e-08
0.668002   0.668002   8.33081e-08
0.667984   0.667984   8.33081e-08
0.667966   0.667966   8.33081e-08
0.667949   0.667949   8.33081e-08
0.667931   0.667931   8.33081e-08
0.667913   0.667913   8.33081e-08
0.667895   0.667895   8.33081e-08
0.667877   0.667877   8.33081e-08
0.667859   0.667859   8.33081e-08
0.66784   0.66784   8.33081e-08
0.667822   0.667822   8.33081e-08
0.667804   0.667804   8.33081e-08
0.667785   0.667785   8.33081e-08
0.667766   0.667767   8.33081e-08
0.667748   0.667748   8.33081e-08
0.667729   0.667729   8.33081e-08
0.66771   0.66771   8.33081e-08
0.667691   0.667691   8.33081e-08
0.667672   0.667672   8.33081e-08
0.667653   0.667653   8.33081e-08
0.667634   0.667634   8.33081e-08
0.667615   0.667615   8.33081e-08
0.667596   0.667596   8.33081e-08
0.667576   0.667576   8.33081e-08
0.667557   0.667557   8.33081e-08
0.667537   0.667537   8.33081e-08
0.667518   0.667518   8.33081e-08
0.667498   0.667498   8.33081e-08
0.667478   0.667478   8.3308e-08
0.667458   0.667458   8.3308e-08
0.667438   0.667438   8.3308e-08
0.667418   0.667418   8.3308e-08
0.667398   0.667398   8.3308e-08
0.667378   0.667378   8.3308e-08
0.667358   0.667358   8.3308e-08
0.667337   0.667337   8.3308e-08
0.667317   0.667317   8.3308e-08
0.667296   0.667296   8.3308e-08
0.667276   0.667276   8.3308e-08
0.667255   0.667255   8.3308e-08
0.667234   0.667234   8.3308e-08
0.667213   0.667213   8.3308e-08
0.667192   0.667193   8.3308e-08
0.667172   0.667172   8.3308e-08
0.66715   0.66715   8.3308e-08
