Numeric:   Analytic:  Relative Error:
0.475312   0.475312   8.33055e-08
0.475217   0.475217   8.33055e-08
0.475123   0.475123   8.33055e-08
0.475028   0.475028   8.33055e-08
0.474934   0.474934   8.33055e-08
0.47484   0.47484   8.33055e-08
0.474745   0.474745   8.33055e-08
0.474651   0.474651   8.33055e-08
0.474556   0.474556   8.33055e-08
0.474462   0.474462   8.33055e-08
0.474367   0.474367   8.33055e-08
0.474273   0.474273   8.33054e-08
0.474178   0.474178   8.33054e-08
0.474084   0.474084   8.33054e-08
0.473989   0.473989   8.33054e-08
0.473895   0.473895   8.33054e-08
0.4738   0.4738   8.33054e-08
0.473706   0.473706   8.33054e-08
0.473611   0.473611   8.33054e-08
0.473517   0.473517   8.33054e-08
0.473422   0.473422   8.33054e-08
0.473328   0.473328   8.33054e-08
0.473233   0.473233   8.33054e-08
0.473139   0.473139   8.33054e-08
0.473044   0.473044   8.33054e-08
0.472949   0.472949   8.33054e-08
0.472855   0.472855   8.33054e-08
0.47276   0.47276   8.33054e-08
0.472666   0.472666   8.33054e-08
0.472571   0.472571   8.33054e-08
0.472477   0.472477   8.33054e-08
0.472382   0.472382   8.33054e-08
0.472287   0.472287   8.33054e-08
0.472193   0.472193   8.33054e-08
0.472098   0.472098   8.33054e-08
0.472004   0.472004   8.33054e-08
0.471909   0.471909   8.33054e-08
0.471814   0.471814   8.33054e-08
0.47172   0.47172   8.33054e-08
0.471625   0.471625   8.33054e-08
0.47153   0.47153   8.33054e-08
0.471436   0.471436   8.33054e-08
0.471341   0.471341   8.33054e-08
0.471246   0.471246   8.33054e-08
0.471152   0.471152   8.33054e-08
0.471057   0.471057   8.33054e-08
0.470962   0.470963   8.33054e-08
0.470868   0.470868   8.33054e-08
0.470773   0.470773   8.33053e-08
0.470678   0.470678   8.33053e-08
0.470584   0.470584   8.33053e-08
0.470489   0.470489   8.33053e-08
0.470394   0.470394   8.33053e-08
0.4703   0.4703   8.33053e-08
0.470205   0.470205   8.33053e-08
0.47011   0.47011   8.33053e-08
0.470015   0.470016   8.33053e-08
0.469921   0.469921   8.33053e-08
0.469826   0.469826   8.33053e-08
0.469731   0.469731   8.33053e-08
0.469637   0.469637   8.33053e-08
0.469542   0.469542   8.33053e-08
0.469447   0.469447   8.33053e-08
0.469352   0.469352   8.33053e-08
0.469258   0.469258   8.33053e-08
0.469163   0.469163   8.33053e-08
0.469068   0.469068   8.33053e-08
0.468973   0.468973   8.33053e-08
0.468878   0.468878   8.33053e-08
0.468784   0.468784   8.33053e-08
0.468689   0.468689   8.33053e-08
0.468594   0.468594   8.33053e-08
0.468499   0.468499   8.33053e-08
0.468404   0.468404   8.33053e-08
0.46831   0.46831   8.33053e-08
0.468215   0.468215   8.33053e-08
0.46812   0.46812   8.33053e-08
0.468025   0.468025   8.33053e-08
0.46793   0.46793   8.33053e-08
0.467835   0.467835   8.33053e-08
0.467741   0.467741   8.33053e-08
0.467646   0.467646   8.33053e-08
0.467551   0.467551   8.33052e-08
0.467456   0.467456   8.33052e-08
0.467361   0.467361   8.33052e-08
0.467266   0.467266   8.33052e-08
0.467171   0.467171   8.33052e-08
0.467076   0.467077   8.33052e-08
0.466982   0.466982   8.33052e-08
0.466887   0.466887   8.33052e-08
0.466792   0.466792   8.33052e-08
0.466697   0.466697   8.33052e-08
0.466602   0.466602   8.33052e-08
0.466507   0.466507   8.33052e-08
0.466412   0.466412   8.33052e-08
0.466317   0.466317   8.33052e-08
0.466222   0.466222   8.33052e-08
0.466127   0.466127   8.33052e-08
0.466032   0.466032   8.33052e-08
0.465937   0.465938   8.33052e-08
0.465843   0.465843   8.33052e-08
0.465748   0.465748   8.33052e-08
0.465653   0.465653   8.33052e-08
0.465558   0.465558   8.33052e-08
0.465463   0.465463   8.33052e-08
0.465368   0.465368   8.33052e-08
0.465273   0.465273   8.33052e-08
0.465178   0.465178   8.33052e-08
0.465083   0.465083   8.33052e-08
0.464988   0.464988   8.33052e-08
0.464893   0.464893   8.33052e-08
0.464798   0.464798   8.33052e-08
0.464703   0.464703   8.33052e-08
0.464608   0.464608   8.33052e-08
0.464513   0.464513   8.33052e-08
0.464418   0.464418   8.33052e-08
0.464323   0.464323   8.33051e-08
0.464228   0.464228   8.33051e-08
0.464133   0.464133   8.33051e-08
0.464038   0.464038   8.33051e-08
0.463943   0.463943   8.33051e-08
0.463847   0.463848   8.33051e-08
0.463752   0.463752   8.33051e-08
0.463657   0.463657   8.33051e-08
0.463562   0.463562   8.33051e-08
0.463467   0.463467   8.33051e-08
0.463372   0.463372   8.33051e-08
0.463277   0.463277   8.33051e-08
0.463182   0.463182   8.33051e-08
0.463087   0.463087   8.33051e-08
0.462992   0.462992   8.33051e-08
0.462897   0.462897   8.33051e-08
0.462802   0.462802   8.33051e-08
0.462706   0.462706   8.33051e-08
0.462611   0.462611   8.33051e-08
0.462516   0.462516   8.33051e-08
0.462421   0.462421   8.33051e-08
0.462326   0.462326   8.33051e-08
0.462231   0.462231   8.33051e-08
0.462136   0.462136   8.33051e-08
0.462041   0.462041   8.33051e-08
0.461945   0.461945   8.33051e-08
0.46185   0.46185   8.33051e-08
0.461755   0.461755   8.33051e-08
0.46166   0.46166   8.33051e-08
0.461565   0.461565   8.33051e-08
0.46147   0.46147   8.33051e-08
0.461374   0.461374   8.33051e-08
0.461279   0.461279   8.33051e-08
0.461184   0.461184   8.3305e-08
0.461089   0.461089   8.3305e-08
0.460994   0.460994   8.3305e-08
0.460898   0.460898   8.3305e-08
0.460803   0.460803   8.3305e-08
0.460708   0.460708   8.3305e-08
0.460613   0.460613   8.3305e-08
0.460518   0.460518   8.3305e-08
0.460422   0.460422   8.3305e-08
0.460327   0.460327   8.3305e-08
0.460232   0.460232   8.3305e-08
0.460137   0.460137   8.3305e-08
0.460041   0.460041   8.3305e-08
0.459946   0.459946   8.3305e-08
0.459851   0.459851   8.3305e-08
0.459756   0.459756   8.3305e-08
0.45966   0.45966   8.3305e-08
0.459565   0.459565   8.3305e-08
0.45947   0.45947   8.3305e-08
0.459374   0.459375   8.3305e-08
0.459279   0.459279   8.3305e-08
0.459184   0.459184   8.3305e-08
0.459089   0.459089   8.3305e-08
0.458993   0.458993   8.3305e-08
0.458898   0.458898   8.3305e-08
0.458803   0.458803   8.3305e-08
0.458707   0.458707   8.3305e-08
0.458612   0.458612   8.3305e-08
0.458517   0.458517   8.3305e-08
0.458421   0.458421   8.3305e-08
0.458326   0.458326   8.3305e-08
0.458231   0.458231   8.3305e-08
0.458135   0.458135   8.3305e-08
0.45804   0.45804   8.3305e-08
0.457945   0.457945   8.3305e-08
0.457849   0.457849   8.3305e-08
0.457754   0.457754   8.3305e-08
0.457659   0.457659   8.3305e-08
0.457563   0.457563   8.3305e-08
0.457468   0.457468   8.3305e-08
0.457372   0.457373   8.3305e-08
0.457277   0.457277   8.3305e-08
0.457182   0.457182   8.33049e-08
0.457086   0.457086   8.33049e-08
0.456991   0.456991   8.33049e-08
0.456896   0.456896   8.33049e-08
0.4568   0.4568   8.33049e-08
0.456705   0.456705   8.33049e-08
0.456609   0.456609   8.33049e-08
0.456514   0.456514   8.33049e-08
0.456418   0.456419   8.33049e-08
0.456323   0.456323   8.33049e-08
0.456228   0.456228   8.33049e-08
0.456132   0.456132   8.33049e-08
0.456037   0.456037   8.33049e-08
0.455941   0.455941   8.33049e-08
0.455846   0.455846   8.33049e-08
0.45575   0.45575   8.33049e-08
0.455655   0.455655   8.33049e-08
0.455559   0.455559   8.33049e-08
0.455464   0.455464   8.33049e-08
0.455369   0.455369   8.33049e-08
0.455273   0.455273   8.33049e-08
0.455178   0.455178   8.33049e-08
0.455082   0.455082   8.33049e-08
0.454987   0.454987   8.33049e-08
0.454891   0.454891   8.33049e-08
0.454796   0.454796   8.33049e-08
0.4547   0.4547   8.33049e-08
0.454605   0.454605   8.33049e-08
0.454509   0.454509   8.33049e-08
0.454414   0.454414   8.33049e-08
0.454318   0.454318   8.33049e-08
0.454222   0.454223   8.33049e-08
0.454127   0.454127   8.33049e-08
0.454031   0.454031   8.33049e-08
0.453936   0.453936   8.33049e-08
0.45384   0.45384   8.33049e-08
0.453745   0.453745   8.33049e-08
0.453649   0.453649   8.33049e-08
0.453554   0.453554   8.33049e-08
0.453458   0.453458   8.33049e-08
0.453363   0.453363   8.33048e-08
0.453267   0.453267   8.33048e-08
0.453171   0.453171   8.33048e-08
0.453076   0.453076   8.33048e-08
0.45298   0.45298   8.33048e-08
0.452885   0.452885   8.33048e-08
0.452789   0.452789   8.33048e-08
0.452693   0.452693   8.33048e-08
0.452598   0.452598   8.33048e-08
0.452502   0.452502   8.33048e-08
0.452407   0.452407   8.33048e-08
0.452311   0.452311   8.33048e-08
0.452215   0.452215   8.33048e-08
0.45212   0.45212   8.33048e-08
0.452024   0.452024   8.33048e-08
0.451928   0.451929   8.33048e-08
0.451833   0.451833   8.33048e-08
0.451737   0.451737   8.33048e-08
0.451642   0.451642   8.33048e-08
0.451546   0.451546   8.33048e-08
0.45145   0.45145   8.33048e-08
0.451355   0.451355   8.33048e-08
0.451259   0.451259   8.33048e-08
0.451163   0.451163   8.33048e-08
0.451068   0.451068   8.33048e-08
0.450972   0.450972   8.33048e-08
0.450876   0.450876   8.33048e-08
0.450781   0.450781   8.33048e-08
0.450685   0.450685   8.33048e-08
0.450589   0.450589   8.33048e-08
0.450493   0.450494   8.33048e-08
0.450398   0.450398   8.33048e-08
0.450302   0.450302   8.33048e-08
0.450206   0.450206   8.33048e-08
0.450111   0.450111   8.33048e-08
0.450015   0.450015   8.33048e-08
0.449919   0.449919   8.33048e-08
0.449823   0.449824   8.33048e-08
0.449728   0.449728   8.33048e-08
0.449632   0.449632   8.33048e-08
0.449536   0.449536   8.33048e-08
0.449441   0.449441   8.33048e-08
0.449345   0.449345   8.33048e-08
0.449249   0.449249   8.33047e-08
0.449153   0.449153   8.33047e-08
0.449057   0.449058   8.33047e-08
0.448962   0.448962   8.33047e-08
0.448866   0.448866   8.33047e-08
0.44877   0.44877   8.33047e-08
0.448674   0.448674   8.33047e-08
0.448579   0.448579   8.33047e-08
0.448483   0.448483   8.33047e-08
0.448387   0.448387   8.33047e-08
0.448291   0.448291   8.33047e-08
0.448195   0.448195   8.33047e-08
0.4481   0.4481   8.33047e-08
0.448004   0.448004   8.33047e-08
0.447908   0.447908   8.33047e-08
0.447812   0.447812   8.33047e-08
0.447716   0.447716   8.33047e-08
0.447621   0.447621   8.33047e-08
0.447525   0.447525   8.33047e-08
0.447429   0.447429   8.33047e-08
0.447333   0.447333   8.33047e-08
0.447237   0.447237   8.33047e-08
0.447141   0.447141   8.33047e-08
0.447046   0.447046   8.33047e-08
0.44695   0.44695   8.33047e-08
0.446854   0.446854   8.33047e-08
0.446758   0.446758   8.33047e-08
0.446662   0.446662   8.33047e-08
0.446566   0.446566   8.33047e-08
0.44647   0.44647   8.33047e-08
0.446374   0.446374   8.33047e-08
0.446279   0.446279   8.33047e-08
0.446183   0.446183   8.33047e-08
0.446087   0.446087   8.33047e-08
0.445991   0.445991   8.33047e-08
0.445895   0.445895   8.33047e-08
0.445799   0.445799   8.33047e-08
0.445703   0.445703   8.33047e-08
0.445607   0.445607   8.33047e-08
0.445511   0.445511   8.33047e-08
0.445415   0.445415   8.33047e-08
0.44532   0.44532   8.33046e-08
0.445224   0.445224   8.33046e-08
0.445128   0.445128   8.33046e-08
0.445032   0.445032   8.33046e-08
0.444936   0.444936   8.33046e-08
0.44484   0.44484   8.33046e-08
0.444744   0.444744   8.33046e-08
0.444648   0.444648   8.33046e-08
0.444552   0.444552   8.33046e-08
0.444456   0.444456   8.33046e-08
0.44436   0.44436   8.33046e-08
0.444264   0.444264   8.33046e-08
0.444168   0.444168   8.33046e-08
0.444072   0.444072   8.33046e-08
0.443976   0.443976   8.33046e-08
0.44388   0.44388   8.33046e-08
0.443784   0.443784   8.33046e-08
0.443688   0.443688   8.33046e-08
0.443592   0.443592   8.33046e-08
0.443496   0.443496   8.33046e-08
0.4434   0.4434   8.33046e-08
0.443304   0.443304   8.33046e-08
0.443208   0.443208   8.33046e-08
0.443112   0.443112   8.33046e-08
0.443016   0.443016   8.33046e-08
0.44292   0.44292   8.33046e-08
0.442824   0.442824   8.33046e-08
0.442728   0.442728   8.33046e-08
0.442632   0.442632   8.33046e-08
0.442536   0.442536   8.33046e-08
0.44244   0.44244   8.33046e-08
0.442344   0.442344   8.33046e-08
0.442248   0.442248   8.33046e-08
0.442152   0.442152   8.33046e-08
0.442056   0.442056   8.33046e-08
0.44196   0.44196   8.33046e-08
0.441864   0.441864   8.33046e-08
0.441768   0.441768   8.33045e-08
0.441671   0.441672   8.33045e-08
0.441575   0.441575   8.33045e-08
0.441479   0.441479   8.33045e-08
0.441383   0.441383   8.33045e-08
0.441287   0.441287   8.33045e-08
0.441191   0.441191   8.33045e-08
0.441095   0.441095   8.33045e-08
0.440999   0.440999   8.33045e-08
0.440903   0.440903   8.33045e-08
0.440807   0.440807   8.33045e-08
0.440711   0.440711   8.33045e-08
0.440614   0.440614   8.33045e-08
0.440518   0.440518   8.33045e-08
0.440422   0.440422   8.33045e-08
0.440326   0.440326   8.33045e-08
0.44023   0.44023   8.33045e-08
0.440134   0.440134   8.33045e-08
0.440038   0.440038   8.33045e-08
0.439941   0.439941   8.33045e-08
0.439845   0.439845   8.33045e-08
0.439749   0.439749   8.33045e-08
0.439653   0.439653   8.33045e-08
0.439557   0.439557   8.33045e-08
0.439461   0.439461   8.33045e-08
0.439365   0.439365   8.33045e-08
0.439268   0.439268   8.33045e-08
0.439172   0.439172   8.33045e-08
0.439076   0.439076   8.33045e-08
0.43898   0.43898   8.33045e-08
0.438884   0.438884   8.33045e-08
0.438787   0.438787   8.33045e-08
0.438691   0.438691   8.33045e-08
0.438595   0.438595   8.33045e-08
0.438499   0.438499   8.33044e-08
0.438403   0.438403   8.33044e-08
0.438306   0.438306   8.33044e-08
0.43821   0.43821   8.33044e-08
0.438114   0.438114   8.33044e-08
0.438018   0.438018   8.33044e-08
0.437922   0.437922   8.33044e-08
0.437825   0.437825   8.33044e-08
0.437729   0.437729   8.33044e-08
0.437633   0.437633   8.33044e-08
0.437537   0.437537   8.33044e-08
0.43744   0.43744   8.33044e-08
0.437344   0.437344   8.33044e-08
0.437248   0.437248   8.33044e-08
0.437152   0.437152   8.33044e-08
0.437055   0.437055   8.33044e-08
0.436959   0.436959   8.33044e-08
0.436863   0.436863   8.33044e-08
0.436767   0.436767   8.33044e-08
0.43667   0.43667   8.33044e-08
0.436574   0.436574   8.33044e-08
0.436478   0.436478   8.33044e-08
0.436381   0.436381   8.33044e-08
0.436285   0.436285   8.33044e-08
0.436189   0.436189   8.33044e-08
0.436093   0.436093   8.33044e-08
0.435996   0.435996   8.33044e-08
0.4359   0.4359   8.33044e-08
0.435804   0.435804   8.33044e-08
0.435707   0.435707   8.33044e-08
0.435611   0.435611   8.33044e-08
0.435515   0.435515   8.33044e-08
0.435418   0.435418   8.33044e-08
0.435322   0.435322   8.33044e-08
0.435226   0.435226   8.33044e-08
0.435129   0.435129   8.33044e-08
0.435033   0.435033   8.33044e-08
0.434937   0.434937   8.33044e-08
0.43484   0.43484   8.33043e-08
0.434744   0.434744   8.33043e-08
0.434648   0.434648   8.33043e-08
0.434551   0.434551   8.33043e-08
0.434455   0.434455   8.33043e-08
0.434359   0.434359   8.33043e-08
0.434262   0.434262   8.33043e-08
0.434166   0.434166   8.33043e-08
0.43407   0.43407   8.33043e-08
0.433973   0.433973   8.33043e-08
0.433877   0.433877   8.33043e-08
0.43378   0.43378   8.33043e-08
0.433684   0.433684   8.33043e-08
0.433588   0.433588   8.33043e-08
0.433491   0.433491   8.33043e-08
0.433395   0.433395   8.33043e-08
0.433298   0.433298   8.33043e-08
0.433202   0.433202   8.33043e-08
0.433106   0.433106   8.33043e-08
0.433009   0.433009   8.33043e-08
0.432913   0.432913   8.33043e-08
0.432816   0.432816   8.33043e-08
0.43272   0.43272   8.33043e-08
0.432624   0.432624   8.33043e-08
0.432527   0.432527   8.33043e-08
0.432431   0.432431   8.33043e-08
0.432334   0.432334   8.33043e-08
0.432238   0.432238   8.33043e-08
0.432141   0.432141   8.33043e-08
0.432045   0.432045   8.33043e-08
0.431948   0.431948   8.33043e-08
0.431852   0.431852   8.33043e-08
0.431756   0.431756   8.33042e-08
0.431659   0.431659   8.33042e-08
0.431563   0.431563   8.33042e-08
0.431466   0.431466   8.33042e-08
0.43137   0.43137   8.33042e-08
0.431273   0.431273   8.33042e-08
0.431177   0.431177   8.33042e-08
0.43108   0.43108   8.33042e-08
0.430984   0.430984   8.33042e-08
0.430887   0.430887   8.33042e-08
0.430791   0.430791   8.33042e-08
0.430694   0.430694   8.33042e-08
0.430598   0.430598   8.33042e-08
0.430501   0.430501   8.33042e-08
0.430405   0.430405   8.33042e-08
0.430308   0.430308   8.33042e-08
0.430212   0.430212   8.33042e-08
0.430115   0.430115   8.33042e-08
0.430019   0.430019   8.33042e-08
0.429922   0.429922   8.33042e-08
0.429826   0.429826   8.33042e-08
0.429729   0.429729   8.33042e-08
0.429633   0.429633   8.33042e-08
0.429536   0.429536   8.33042e-08
0.429439   0.42944   8.33042e-08
0.429343   0.429343   8.33042e-08
0.429246   0.429246   8.33042e-08
0.42915   0.42915   8.33041e-08
0.429053   0.429053   8.33041e-08
0.428957   0.428957   8.33041e-08
0.42886   0.42886   8.33041e-08
0.428764   0.428764   8.33041e-08
0.428667   0.428667   8.33041e-08
0.42857   0.428571   8.33041e-08
0.428474   0.428474   8.33041e-08
0.428377   0.428377   8.33041e-08
0.428281   0.428281   8.33041e-08
0.428184   0.428184   8.33041e-08
0.428088   0.428088   8.33041e-08
0.427991   0.427991   8.33041e-08
0.427894   0.427894   8.33041e-08
0.427798   0.427798   8.33041e-08
0.427701   0.427701   8.33041e-08
0.427605   0.427605   8.33041e-08
0.427508   0.427508   8.33041e-08
0.427411   0.427411   8.33041e-08
0.427315   0.427315   8.33041e-08
0.427218   0.427218   8.33041e-08
0.427121   0.427122   8.33041e-08
0.427025   0.427025   8.33041e-08
0.426928   0.426928   8.33041e-08
0.426832   0.426832   8.33041e-08
0.426735   0.426735   8.3304e-08
0.426638   0.426638   8.3304e-08
0.426542   0.426542   8.3304e-08
0.426445   0.426445   8.3304e-08
0.426348   0.426348   8.3304e-08
0.426252   0.426252   8.3304e-08
0.426155   0.426155   8.3304e-08
0.426058   0.426058   8.3304e-08
0.425962   0.425962   8.3304e-08
0.425865   0.425865   8.3304e-08
0.425768   0.425768   8.3304e-08
0.425672   0.425672   8.3304e-08
0.425575   0.425575   8.3304e-08
0.425478   0.425478   8.3304e-08
0.425382   0.425382   8.3304e-08
0.425285   0.425285   8.3304e-08
0.425188   0.425188   8.3304e-08
0.425092   0.425092   8.3304e-08
0.424995   0.424995   8.3304e-08
0.424898   0.424898   8.3304e-08
0.424802   0.424802   8.3304e-08
0.424705   0.424705   8.3304e-08
0.424608   0.424608   8.3304e-08
0.424511   0.424511   8.3304e-08
0.424415   0.424415   8.3304e-08
0.424318   0.424318   8.33039e-08
0.424221   0.424221   8.33039e-08
0.424125   0.424125   8.33039e-08
0.424028   0.424028   8.33039e-08
0.423931   0.423931   8.33039e-08
0.423834   0.423834   8.33039e-08
0.423738   0.423738   8.33039e-08
0.423641   0.423641   8.33039e-08
0.423544   0.423544   8.33039e-08
0.423447   0.423447   8.33039e-08
0.423351   0.423351   8.33039e-08
0.423254   0.423254   8.33039e-08
0.423157   0.423157   8.33039e-08
0.42306   0.42306   8.33039e-08
0.422964   0.422964   8.33039e-08
0.422867   0.422867   8.33039e-08
0.42277   0.42277   8.33039e-08
0.422673   0.422673   8.33039e-08
0.422576   0.422577   8.33039e-08
0.42248   0.42248   8.33039e-08
0.422383   0.422383   8.33039e-08
0.422286   0.422286   8.33039e-08
0.422189   0.422189   8.33039e-08
0.422093   0.422093   8.33039e-08
0.421996   0.421996   8.33038e-08
0.421899   0.421899   8.33038e-08
0.421802   0.421802   8.33038e-08
0.421705   0.421705   8.33038e-08
0.421609   0.421609   8.33038e-08
0.421512   0.421512   8.33038e-08
0.421415   0.421415   8.33038e-08
0.421318   0.421318   8.33038e-08
0.421221   0.421221   8.33038e-08
0.421124   0.421124   8.33038e-08
0.421028   0.421028   8.33038e-08
0.420931   0.420931   8.33038e-08
0.420834   0.420834   8.33038e-08
0.420737   0.420737   8.33038e-08
0.42064   0.42064   8.33038e-08
0.420543   0.420543   8.33038e-08
0.420447   0.420447   8.33038e-08
0.42035   0.42035   8.33038e-08
0.420253   0.420253   8.33038e-08
0.420156   0.420156   8.33038e-08
0.420059   0.420059   8.33038e-08
0.419962   0.419962   8.33038e-08
0.419865   0.419865   8.33038e-08
0.419769   0.419769   8.33038e-08
0.419672   0.419672   8.33038e-08
0.419575   0.419575   8.33037e-08
0.419478   0.419478   8.33037e-08
0.419381   0.419381   8.33037e-08
0.419284   0.419284   8.33037e-08
0.419187   0.419187   8.33037e-08
0.41909   0.41909   8.33037e-08
0.418993   0.418994   8.33037e-08
0.418897   0.418897   8.33037e-08
0.4188   0.4188   8.33037e-08
0.418703   0.418703   8.33037e-08
0.418606   0.418606   8.33037e-08
0.418509   0.418509   8.33037e-08
0.418412   0.418412   8.33037e-08
0.418315   0.418315   8.33037e-08
0.418218   0.418218   8.33037e-08
0.418121   0.418121   8.33037e-08
0.418024   0.418024   8.33037e-08
0.417927   0.417927   8.33037e-08
0.417831   0.417831   8.33037e-08
0.417734   0.417734   8.33037e-08
0.417637   0.417637   8.33037e-08
0.41754   0.41754   8.33037e-08
0.417443   0.417443   8.33037e-08
0.417346   0.417346   8.33036e-08
0.417249   0.417249   8.33036e-08
0.417152   0.417152   8.33036e-08
0.417055   0.417055   8.33036e-08
0.416958   0.416958   8.33036e-08
0.416861   0.416861   8.33036e-08
0.416764   0.416764   8.33036e-08
0.416667   0.416667   8.33036e-08
0.41657   0.41657   8.33036e-08
0.416473   0.416473   8.33036e-08
0.416376   0.416376   8.33036e-08
0.416279   0.416279   8.33036e-08
0.416182   0.416182   8.33036e-08
0.416085   0.416085   8.33036e-08
0.415988   0.415988   8.33036e-08
0.415891   0.415891   8.33036e-08
0.415794   0.415794   8.33036e-08
0.415697   0.415697   8.33036e-08
0.4156   0.4156   8.33036e-08
0.415503   0.415503   8.33036e-08
0.415406   0.415406   8.33036e-08
0.415309   0.415309   8.33036e-08
0.415212   0.415212   8.33035e-08
0.415115   0.415115   8.33035e-08
0.415018   0.415018   8.33035e-08
0.414921   0.414921   8.33035e-08
0.414824   0.414824   8.33035e-08
0.414727   0.414727   8.33035e-08
0.41463   0.41463   8.33035e-08
0.414533   0.414533   8.33035e-08
0.414436   0.414436   8.33035e-08
0.414339   0.414339   8.33035e-08
0.414242   0.414242   8.33035e-08
0.414145   0.414145   8.33035e-08
0.414048   0.414048   8.33035e-08
0.413951   0.413951   8.33035e-08
0.413854   0.413854   8.33035e-08
0.413757   0.413757   8.33035e-08
0.41366   0.41366   8.33035e-08
0.413563   0.413563   8.33035e-08
0.413466   0.413466   8.33035e-08
0.413368   0.413369   8.33035e-08
0.413271   0.413271   8.33035e-08
0.413174   0.413174   8.33035e-08
0.413077   0.413077   8.33035e-08
0.41298   0.41298   8.33035e-08
0.412883   0.412883   8.33035e-08
0.412786   0.412786   8.33034e-08
0.412689   0.412689   8.33034e-08
0.412592   0.412592   8.33034e-08
0.412495   0.412495   8.33034e-08
0.412398   0.412398   8.33034e-08
0.412301   0.412301   8.33034e-08
0.412203   0.412203   8.33034e-08
0.412106   0.412106   8.33034e-08
0.412009   0.412009   8.33034e-08
0.411912   0.411912   8.33034e-08
0.411815   0.411815   8.33034e-08
0.411718   0.411718   8.33034e-08
0.411621   0.411621   8.33034e-08
0.411524   0.411524   8.33034e-08
0.411427   0.411427   8.33034e-08
0.411329   0.411329   8.33034e-08
0.411232   0.411232   8.33034e-08
0.411135   0.411135   8.33034e-08
0.411038   0.411038   8.33034e-08
0.410941   0.410941   8.33034e-08
0.410844   0.410844   8.33034e-08
0.410747   0.410747   8.33034e-08
0.410649   0.410649   8.33034e-08
0.410552   0.410552   8.33034e-08
0.410455   0.410455   8.33034e-08
0.410358   0.410358   8.33033e-08
0.410261   0.410261   8.33033e-08
0.410164   0.410164   8.33033e-08
0.410066   0.410066   8.33033e-08
0.409969   0.409969   8.33033e-08
0.409872   0.409872   8.33033e-08
0.409775   0.409775   8.33033e-08
0.409678   0.409678   8.33033e-08
0.409581   0.409581   8.33033e-08
0.409483   0.409483   8.33033e-08
0.409386   0.409386   8.33033e-08
0.409289   0.409289   8.33033e-08
0.409192   0.409192   8.33033e-08
0.409095   0.409095   8.33033e-08
0.408997   0.408997   8.33033e-08
0.4089   0.4089   8.33033e-08
0.408803   0.408803   8.33033e-08
0.408706   0.408706   8.33033e-08
0.408609   0.408609   8.33033e-08
0.408511   0.408511   8.33033e-08
0.408414   0.408414   8.33033e-08
0.408317   0.408317   8.33033e-08
0.40822   0.40822   8.33033e-08
0.408123   0.408123   8.33033e-08
0.408025   0.408025   8.33033e-08
0.407928   0.407928   8.33032e-08
0.407831   0.407831   8.33032e-08
0.407734   0.407734   8.33032e-08
0.407636   0.407636   8.33032e-08
0.407539   0.407539   8.33032e-08
0.407442   0.407442   8.33032e-08
0.407345   0.407345   8.33032e-08
0.407247   0.407247   8.33032e-08
0.40715   0.40715   8.33032e-08
0.407053   0.407053   8.33032e-08
0.406956   0.406956   8.33032e-08
0.406858   0.406858   8.33032e-08
0.406761   0.406761   8.33032e-08
0.406664   0.406664   8.33032e-08
0.406567   0.406567   8.33032e-08
0.406469   0.406469   8.33032e-08
0.406372   0.406372   8.33032e-08
0.406275   0.406275   8.33032e-08
0.406178   0.406178   8.33032e-08
0.40608   0.40608   8.33032e-08
0.405983   0.405983   8.33032e-08
0.405886   0.405886   8.33032e-08
0.405788   0.405788   8.33032e-08
0.405691   0.405691   8.33031e-08
0.405594   0.405594   8.33031e-08
0.405497   0.405497   8.33031e-08
0.405399   0.405399   8.33031e-08
0.405302   0.405302   8.33031e-08
0.405205   0.405205   8.33031e-08
0.405107   0.405107   8.33031e-08
0.40501   0.40501   8.33031e-08
0.404913   0.404913   8.33031e-08
0.404815   0.404815   8.33031e-08
0.404718   0.404718   8.33031e-08
0.404621   0.404621   8.33031e-08
0.404523   0.404523   8.33031e-08
0.404426   0.404426   8.33031e-08
0.404329   0.404329   8.33031e-08
0.404231   0.404231   8.33031e-08
0.404134   0.404134   8.33031e-08
0.404037   0.404037   8.33031e-08
0.403939   0.403939   8.33031e-08
0.403842   0.403842   8.33031e-08
0.403745   0.403745   8.33031e-08
0.403647   0.403647   8.3303e-08
0.40355   0.40355   8.3303e-08
0.403453   0.403453   8.3303e-08
0.403355   0.403355   8.3303e-08
0.403258   0.403258   8.3303e-08
0.403161   0.403161   8.3303e-08
0.403063   0.403063   8.3303e-08
0.402966   0.402966   8.3303e-08
0.402869   0.402869   8.3303e-08
0.402771   0.402771   8.3303e-08
0.402674   0.402674   8.3303e-08
0.402576   0.402576   8.3303e-08
0.402479   0.402479   8.3303e-08
0.402382   0.402382   8.3303e-08
0.402284   0.402284   8.3303e-08
0.402187   0.402187   8.3303e-08
0.40209   0.40209   8.3303e-08
0.401992   0.401992   8.3303e-08
0.401895   0.401895   8.3303e-08
0.401797   0.401797   8.3303e-08
0.4017   0.4017   8.3303e-08
0.401603   0.401603   8.33029e-08
0.401505   0.401505   8.33029e-08
0.401408   0.401408   8.33029e-08
0.40131   0.40131   8.33029e-08
0.401213   0.401213   8.33029e-08
0.401116   0.401116   8.33029e-08
0.401018   0.401018   8.33029e-08
0.400921   0.400921   8.33029e-08
0.400823   0.400823   8.33029e-08
