0.999997, 0, 0
0.999997, 0.000188495, 0
0.999997, 0.00037699, 0
0.999997, 0.000565485, 0
0.999997, 0.00075398, 0
0.999997, 0.000942475, 0
0.999996, 0.00113097, 0
0.999996, 0.00131946, 0
0.999996, 0.00150796, 0
0.999996, 0.00169645, 0
0.999995, 0.00188495, 0
0.999995, 0.00207344, 0
0.999995, 0.00226194, 0
0.999994, 0.00245043, 0
0.999994, 0.00263893, 0
0.999993, 0.00282742, 0
0.999993, 0.00301592, 0
0.999992, 0.00320441, 0
0.999992, 0.0033929, 0
0.999991, 0.0035814, 0
0.99999, 0.00376989, 0
0.99999, 0.00395839, 0
0.999989, 0.00414688, 0
0.999988, 0.00433537, 0
0.999987, 0.00452387, 0
0.999986, 0.00471236, 0
0.999985, 0.00490085, 0
0.999985, 0.00508935, 0
0.999984, 0.00527784, 0
0.999983, 0.00546633, 0
0.999982, 0.00565482, 0
0.99998, 0.00584331, 0
0.999979, 0.00603181, 0
0.999978, 0.0062203, 0
0.999977, 0.00640879, 0
0.999976, 0.00659728, 0
0.999975, 0.00678577, 0
0.999973, 0.00697426, 0
0.999972, 0.00716275, 0
0.999971, 0.00735124, 0
0.999969, 0.00753973, 0
0.999968, 0.00772822, 0
0.999966, 0.00791671, 0
0.999965, 0.0081052, 0
0.999963, 0.00829369, 0
0.999962, 0.00848218, 0
0.99996, 0.00867067, 0
0.999959, 0.00885916, 0
0.999957, 0.00904764, 0
0.999955, 0.00923613, 0
0.999953, 0.00942462, 0
0.999952, 0.00961311, 0
0.99995, 0.00980159, 0
0.999948, 0.00999008, 0
0.999946, 0.0101786, 0
0.999944, 0.010367, 0
0.999942, 0.0105555, 0
0.99994, 0.010744, 0
0.999938, 0.0109325, 0
0.999936, 0.011121, 0
0.999934, 0.0113095, 0
0.999932, 0.011498, 0
0.99993, 0.0116864, 0
0.999928, 0.0118749, 0
0.999925, 0.0120634, 0
0.999923, 0.0122519, 0
0.999921, 0.0124404, 0
0.999918, 0.0126288, 0
0.999916, 0.0128173, 0
0.999914, 0.0130058, 0
0.999911, 0.0131943, 0
0.999909, 0.0133828, 0
0.999906, 0.0135712, 0
0.999904, 0.0137597, 0
0.999901, 0.0139482, 0
0.999898, 0.0141367, 0
0.999896, 0.0143251, 0
0.999893, 0.0145136, 0
0.99989, 0.0147021, 0
0.999888, 0.0148906, 0
0.999885, 0.015079, 0
0.999882, 0.0152675, 0
0.999879, 0.015456, 0
0.999876, 0.0156445, 0
0.999873, 0.0158329, 0
0.99987, 0.0160214, 0
0.999867, 0.0162099, 0
0.999864, 0.0163984, 0
0.999861, 0.0165868, 0
0.999858, 0.0167753, 0
0.999855, 0.0169638, 0
0.999852, 0.0171522, 0
0.999848, 0.0173407, 0
0.999845, 0.0175292, 0
0.999842, 0.0177176, 0
0.999838, 0.0179061, 0
0.999835, 0.0180946, 0
0.999832, 0.018283, 0
0.999828, 0.0184715, 0
0.999825, 0.01866, 0
0.999821, 0.0188484, 0
0.999818, 0.0190369, 0
0.999814, 0.0192253, 0
0.99981, 0.0194138, 0
0.999807, 0.0196023, 0
0.999803, 0.0197907, 0
0.999799, 0.0199792, 0
0.999796, 0.0201676, 0
0.999792, 0.0203561, 0
0.999788, 0.0205445, 0
0.999784, 0.020733, 0
0.99978, 0.0209215, 0
0.999776, 0.0211099, 0
0.999772, 0.0212984, 0
