Numeric,Analytic
0.00359059,0.0035906
0.00716526,0.00716527
0.0107241,0.0107241
0.0142671,0.0142671
0.0177944,0.0177944
0.021306,0.021306
0.024802,0.024802
0.0282824,0.0282825
0.0317474,0.0317474
0.0351969,0.035197
0.0386311,0.0386312
0.04205,0.0420501
0.0454536,0.0454537
0.0488421,0.0488422
0.0522155,0.0522155
0.0555738,0.0555738
0.0589171,0.0589172
0.0622454,0.0622455
0.0655589,0.065559
0.0688576,0.0688577
0.0721415,0.0721416
0.0754107,0.0754108
0.0786653,0.0786654
0.0819053,0.0819054
0.0851307,0.0851309
0.0883417,0.0883419
0.0915383,0.0915384
0.0947206,0.0947207
0.0978885,0.0978886
0.101042,0.101042
0.104182,0.104182
0.107307,0.107307
0.110418,0.110419
0.113516,0.113516
0.116599,0.116599
0.119669,0.119669
0.122724,0.122724
0.125766,0.125766
0.128794,0.128794
0.131809,0.131809
0.134809,0.13481
0.137797,0.137797
0.14077,0.140771
0.143731,0.143731
0.146677,0.146678
0.149611,0.149611
0.152531,0.152531
0.155438,0.155438
0.158332,0.158332
0.161212,0.161213
0.16408,0.16408
0.166934,0.166935
0.169776,0.169776
0.172604,0.172605
0.17542,0.17542
0.178223,0.178223
0.181013,0.181013
0.18379,0.183791
0.186555,0.186555
0.189307,0.189307
0.192047,0.192047
0.194773,0.194774
0.197488,0.197488
0.20019,0.20019
0.20288,0.20288
0.205557,0.205557
0.208222,0.208222
0.210875,0.210875
0.213515,0.213516
0.216144,0.216144
0.21876,0.218761
0.221365,0.221365
0.223957,0.223957
0.226537,0.226538
0.229106,0.229106
0.231663,0.231663
0.234208,0.234208
0.236741,0.236741
0.239262,0.239262
0.241772,0.241772
0.24427,0.24427
0.246757,0.246757
0.249232,0.249232
0.251696,0.251696
0.254148,0.254148
0.256589,0.256589
0.259018,0.259018
0.261436,0.261437
0.263843,0.263844
0.266239,0.266239
0.268624,0.268624
0.270997,0.270997
0.273359,0.27336
0.275711,0.275711
0.278051,0.278052
0.280381,0.280381
0.282699,0.2827
0.285007,0.285007
0.287304,0.287304
0.28959,0.289591
0.291866,0.291866
0.29413,0.294131
0.296385,0.296385
0.298628,0.298629
0.300861,0.300862
0.303084,0.303084
0.305296,0.305296
0.307497,0.307498
0.309689,0.309689
0.311869,0.31187
0.31404,0.31404
0.3162,0.316201
0.318351,0.318351
0.32049,0.320491
0.32262,0.322621
0.32474,0.32474
0.32685,0.32685
0.328949,0.32895
0.331039,0.331039
0.333119,0.333119
0.335189,0.335189
0.337249,0.337249
0.339299,0.339299
0.341339,0.34134
0.34337,0.34337
0.345391,0.345391
0.347402,0.347403
0.349404,0.349404
0.351396,0.351396
0.353379,0.353379
0.355352,0.355352
0.357315,0.357316
0.359269,0.35927
0.361214,0.361215
0.363149,0.36315
0.365076,0.365076
0.366992,0.366993
0.3689,0.3689
0.370798,0.370799
0.372687,0.372688
0.374568,0.374568
0.376438,0.376439
0.3783,0.378301
0.380153,0.380154
0.381997,0.381998
0.383832,0.383833
0.385658,0.385659
0.387475,0.387476
0.389283,0.389284
0.391083,0.391083
0.392874,0.392874
0.394656,0.394656
0.396429,0.396429
0.398193,0.398194
0.399949,0.39995
0.401697,0.401697
0.403435,0.403436
0.405166,0.405166
0.406887,0.406888
0.408601,0.408601
0.410305,0.410306
0.412002,0.412002
0.41369,0.41369
0.41537,0.41537
0.417041,0.417042
0.418704,0.418705
0.420359,0.42036
0.422006,0.422006
0.423645,0.423645
0.425275,0.425276
0.426897,0.426898
0.428512,0.428512
0.430118,0.430118
0.431716,0.431717
0.433306,0.433307
0.434889,0.434889
0.436463,0.436464
0.43803,0.43803
0.439588,0.439589
0.441139,0.44114
0.442682,0.442683
0.444217,0.444218
0.445745,0.445746
0.447265,0.447266
0.448777,0.448778
0.450282,0.450282
0.451779,0.451779
0.453268,0.453269
0.45475,0.454751
0.456225,0.456225
0.457692,0.457692
0.459151,0.459152
0.460603,0.460604
0.462048,0.462048
0.463485,0.463486
0.464915,0.464916
0.466338,0.466338
0.467753,0.467754
0.469161,0.469162
0.470562,0.470563
0.471956,0.471957
0.473343,0.473343
0.474722,0.474723
0.476094,0.476095
0.47746,0.47746
0.478818,0.478819
0.480169,0.48017
0.481514,0.481514
0.482851,0.482851
0.484181,0.484182
0.485505,0.485505
0.486821,0.486822
0.488131,0.488132
0.489434,0.489435
0.49073,0.490731
0.492019,0.49202
0.493302,0.493303
0.494578,0.494579
0.495847,0.495848
0.49711,0.49711
0.498366,0.498366
0.499615,0.499616
0.500858,0.500858
0.502094,0.502094
0.503323,0.503324
0.504547,0.504547
0.505763,0.505764
0.506973,0.506974
0.508177,0.508178
0.509375,0.509375
0.510566,0.510566
0.51175,0.511751
0.512929,0.512929
0.514101,0.514101
0.515266,0.515267
0.516426,0.516427
0.517579,0.51758
0.518726,0.518727
0.519867,0.519868
0.521002,0.521003
0.522131,0.522132
0.523253,0.523254
0.52437,0.524371
0.52548,0.525481
0.526585,0.526585
0.527683,0.527684
0.528776,0.528776
0.529862,0.529863
0.530943,0.530943
0.532017,0.532018
0.533086,0.533087
0.534149,0.53415
0.535206,0.535207
0.536257,0.536258
0.537303,0.537303
0.538342,0.538343
0.539376,0.539377
0.540405,0.540405
0.541427,0.541428
0.542444,0.542445
0.543455,0.543456
0.544461,0.544461
0.545461,0.545461
0.546455,0.546456
0.547444,0.547445
0.548427,0.548428
0.549405,0.549406
0.550377,0.550378
0.551344,0.551345
0.552305,0.552306
0.553261,0.553262
0.554212,0.554212
0.555157,0.555157
0.556096,0.556097
0.557031,0.557031
0.55796,0.557961
0.558884,0.558884
0.559802,0.559803
0.560715,0.560716
0.561623,0.561624
0.562526,0.562527
0.563423,0.563424
0.564316,0.564317
0.565203,0.565204
0.566085,0.566086
0.566962,0.566963
0.567834,0.567835
0.568701,0.568702
0.569563,0.569563
0.570419,0.57042
0.571271,0.571272
0.572118,0.572118
0.572959,0.57296
0.573796,0.573797
0.574628,0.574629
0.575455,0.575456
0.576277,0.576278
0.577094,0.577095
0.577906,0.577907
0.578714,0.578715
0.579517,0.579517
0.580314,0.580315
0.581107,0.581108
0.581896,0.581897
0.582679,0.58268
0.583458,0.583459
0.584232,0.584233
0.585002,0.585003
0.585767,0.585767
0.586527,0.586527
0.587282,0.587283
0.588033,0.588034
0.588779,0.58878
0.589521,0.589522
0.590258,0.590259
0.590991,0.590992
0.591719,0.59172
0.592443,0.592444
0.593162,0.593163
0.593877,0.593877
0.594587,0.594588
0.595293,0.595293
0.595994,0.595995
0.596691,0.596692
0.597384,0.597384
0.598072,0.598073
0.598756,0.598757
0.599435,0.599436
0.600111,0.600111
0.600782,0.600782
0.601448,0.601449
0.602111,0.602112
0.602769,0.60277
0.603423,0.603424
0.604073,0.604074
0.604718,0.604719
0.60536,0.605361
0.605997,0.605998
0.60663,0.606631
0.607259,0.60726
0.607884,0.607885
0.608505,0.608506
0.609122,0.609123
0.609735,0.609735
0.610343,0.610344
0.610948,0.610949
0.611548,0.611549
0.612145,0.612146
0.612738,0.612739
0.613326,0.613327
0.613911,0.613912
0.614492,0.614493
0.615069,0.61507
0.615642,0.615643
0.616211,0.616212
0.616776,0.616777
0.617338,0.617339
0.617895,0.617896
0.618449,0.61845
0.618999,0.619
0.619545,0.619546
0.620088,0.620088
0.620626,0.620627
0.621161,0.621162
0.621692,0.621693
0.62222,0.622221
0.622743,0.622744
0.623264,0.623264
0.62378,0.623781
0.624293,0.624293
0.624802,0.624803
0.625307,0.625308
0.625809,0.62581
0.626307,0.626308
0.626802,0.626803
0.627293,0.627294
0.627781,0.627781
0.628265,0.628265
0.628745,0.628746
0.629222,0.629223
0.629695,0.629696
0.630165,0.630166
0.630632,0.630633
0.631095,0.631096
0.631555,0.631555
0.632011,0.632012
0.632464,0.632464
0.632913,0.632914
0.633359,0.63336
0.633801,0.633802
0.634241,0.634242
0.634677,0.634677
0.635109,0.63511
0.635538,0.635539
0.635964,0.635965
0.636387,0.636388
0.636806,0.636807
0.637222,0.637223
0.637635,0.637636
0.638045,0.638046
0.638451,0.638452
0.638854,0.638855
0.639254,0.639255
0.639651,0.639652
0.640044,0.640045
0.640435,0.640436
0.640822,0.640823
0.641206,0.641207
0.641587,0.641588
0.641965,0.641966
0.64234,0.64234
0.642711,0.642712
0.64308,0.643081
0.643445,0.643446
0.643808,0.643809
0.644167,0.644168
0.644524,0.644524
0.644877,0.644878
0.645227,0.645228
0.645575,0.645576
0.645919,0.64592
0.646261,0.646261
0.646599,0.6466
0.646935,0.646935
0.647267,0.647268
0.647597,0.647598
0.647923,0.647924
0.648247,0.648248
0.648568,0.648569
0.648886,0.648887
0.649202,0.649202
0.649514,0.649515
0.649823,0.649824
0.65013,0.650131
0.650434,0.650435
0.650735,0.650736
0.651033,0.651034
0.651329,0.65133
0.651622,0.651622
0.651912,0.651912
0.652199,0.6522
0.652483,0.652484
0.652765,0.652766
0.653044,0.653045
0.65332,0.653321
0.653594,0.653595
0.653865,0.653866
0.654133,0.654134
0.654398,0.654399
0.654661,0.654662
0.654922,0.654923
0.655179,0.65518
0.655434,0.655435
0.655687,0.655688
0.655936,0.655937
0.656184,0.656185
0.656428,0.656429
0.65667,0.656671
0.65691,0.656911
0.657147,0.657148
0.657381,0.657382
0.657613,0.657614
0.657842,0.657843
0.658069,0.65807
0.658293,0.658294
0.658515,0.658516
0.658735,0.658736
0.658952,0.658952
0.659166,0.659167
0.659378,0.659379
0.659588,0.659588
0.659795,0.659795
0.659999,0.66
0.660202,0.660202
0.660401,0.660402
0.660599,0.6606
0.660794,0.660795
0.660987,0.660988
0.661177,0.661178
0.661365,0.661366
0.661551,0.661552
0.661734,0.661735
0.661915,0.661916
0.662094,0.662095
0.66227,0.662271
0.662444,0.662445
0.662616,0.662617
0.662785,0.662786
0.662953,0.662953
0.663118,0.663118
0.66328,0.663281
0.663441,0.663442
0.663599,0.6636
0.663755,0.663756
0.663909,0.66391
0.66406,0.664061
0.66421,0.664211
0.664357,0.664358
0.664502,0.664503
0.664645,0.664645
0.664785,0.664786
0.664924,0.664925
0.66506,0.665061
0.665194,0.665195
0.665326,0.665327
0.665456,0.665457
0.665584,0.665585
0.66571,0.665711
0.665834,0.665834
0.665955,0.665956
0.666075,0.666075
0.666192,0.666193
0.666307,0.666308
0.666421,0.666421
0.666532,0.666533
0.666641,0.666642
0.666748,0.666749
0.666853,0.666854
0.666956,0.666957
0.667058,0.667058
0.667157,0.667158
0.667254,0.667255
0.667349,0.66735
0.667442,0.667443
0.667533,0.667534
0.667623,0.667623
0.66771,0.667711
0.667795,0.667796
0.667879,0.667879
0.66796,0.667961
0.66804,0.668041
0.668117,0.668118
0.668193,0.668194
0.668267,0.668268
0.668339,0.66834
0.668409,0.66841
0.668477,0.668478
0.668543,0.668544
0.668608,0.668609
0.668671,0.668671
0.668731,0.668732
0.66879,0.668791
0.668847,0.668848
0.668903,0.668903
0.668956,0.668957
0.669008,0.669009
0.669058,0.669058
0.669106,0.669107
0.669152,0.669153
0.669196,0.669197
0.669239,0.66924
0.66928,0.669281
0.669319,0.66932
0.669357,0.669358
0.669392,0.669393
0.669426,0.669427
0.669459,0.669459
0.669489,0.66949
0.669518,0.669519
0.669545,0.669546
0.66957,0.669571
0.669594,0.669595
0.669616,0.669617
0.669636,0.669637
0.669655,0.669656
0.669672,0.669673
0.669687,0.669688
0.669701,0.669702
0.669713,0.669714
0.669723,0.669724
0.669732,0.669733
0.669739,0.66974
0.669744,0.669745
0.669748,0.669749
0.66975,0.669751
0.669751,0.669752
0.66975,0.669751
0.669747,0.669748
0.669743,0.669744
0.669738,0.669739
0.66973,0.669731
0.669721,0.669722
0.669711,0.669712
0.669699,0.6697
0.669685,0.669686
0.66967,0.669671
0.669654,0.669655
0.669636,0.669637
0.669616,0.669617
0.669595,0.669596
0.669572,0.669573
0.669548,0.669549
0.669522,0.669523
0.669495,0.669496
0.669466,0.669467
0.669436,0.669437
0.669405,0.669405
0.669371,0.669372
0.669337,0.669338
0.669301,0.669302
0.669263,0.669264
0.669225,0.669225
0.669184,0.669185
0.669142,0.669143
0.669099,0.6691
0.669055,0.669055
0.669008,0.669009
0.668961,0.668962
0.668912,0.668913
0.668862,0.668863
0.66881,0.668811
0.668757,0.668758
0.668703,0.668704
0.668647,0.668648
0.66859,0.66859
0.668531,0.668532
0.668471,0.668472
0.66841,0.668411
0.668347,0.668348
0.668283,0.668284
0.668218,0.668219
0.668151,0.668152
0.668083,0.668084
0.668014,0.668015
0.667943,0.667944
0.667871,0.667872
0.667798,0.667799
0.667724,0.667724
0.667648,0.667649
0.667571,0.667571
0.667492,0.667493
0.667412,0.667413
0.667331,0.667332
0.667249,0.66725
0.667166,0.667167
