1.30339, 0.55312, -0.0205779
1.2538, 0.678556, -0.0167314
1.19371, 0.798389, -0.0127447
1.12382, 0.911751, -0.00865319
1.0449, 1.01787, -0.0044917
0.957756, 1.11609, -0.000294337
0.863248, 1.20582, 0.00390603
0.762249, 1.2866, 0.00807801
0.655649, 1.35805, 0.0121919
0.544337, 1.41988, 0.0162198
0.429197, 1.47188, 0.0201357
0.311099, 1.51394, 0.0239157
0.190894, 1.546, 0.027538
0.0694067, 1.56808, 0.0309825
-0.0525641, 1.58025, 0.0342312
-0.174252, 1.58264, 0.0372682
-0.294922, 1.57545, 0.0400792
-0.413875, 1.55888, 0.0426518
-0.530445, 1.53321, 0.0449752
-0.644002, 1.49875, 0.0470404
-0.75395, 1.45582, 0.0488396
-0.859727, 1.40479, 0.0503668
-0.960808, 1.34605, 0.0516171
-1.0567, 1.28, 0.0525871
-1.14693, 1.20709, 0.0532745
-1.23109, 1.12776, 0.0536784
-1.30877, 1.04249, 0.0537988
-1.37961, 0.951764, 0.0536369
-1.44326, 0.856078, 0.053195
-1.49943, 0.755952, 0.0524764
-1.54783, 0.651916, 0.0514854
-1.58822, 0.544512, 0.0502274
-1.62038, 0.434298, 0.0487086
-1.64413, 0.32184, 0.0469364
-1.65931, 0.207719, 0.044919
-1.66579, 0.0925276, 0.0426659
-1.66348, -0.0231323, 0.0401873
-1.65231, -0.138646, 0.0374947
-1.63228, -0.253389, 0.0346006
-1.60337, -0.366727, 0.0315185
-1.56566, -0.478016, 0.028263
-1.51922, -0.586606, 0.0248502
-1.46419, -0.691839, 0.021297
-1.40074, -0.793051, 0.0176216
-1.32911, -0.889578, 0.0138436
-1.24956, -0.980755, 0.00998362
-1.16243, -1.06592, 0.00606369
-1.06811, -1.14441, 0.002107
-0.967039, -1.2156, -0.00186203
-0.859724, -1.27885, -0.00581782
-0.746738, -1.33355, -0.00973371
-0.628718, -1.37914, -0.013582
-0.506367, -1.41508, -0.0173343
-0.380457, -1.44088, -0.0209614
-0.251823, -1.4561, -0.0244336
-0.121365, -1.46038, -0.0277213
0.00995838, -1.45343, -0.0307947
0.141136, -1.43503, -0.0336247
0.27111, -1.40509, -0.0361832
0.398788, -1.36359, -0.0384433
0.523055, -1.31066, -0.04038
0.642786, -1.24654, -0.0419708
0.756866, -1.17157, -0.0431959
0.864203, -1.08628, -0.0440389
0.96375, -0.991263, -0.0444873
1.05452, -0.887289, -0.0445326
1.13562, -0.775224, -0.044171
1.20624, -0.656044, -0.0434033
1.2657, -0.53082, -0.042235
1.31344, -0.400697, -0.0406766
1.34904, -0.266881, -0.038743
1.37222, -0.130611, -0.0364535
1.38287, 0.00685894, -0.0338313
1.381, 0.14428, -0.0309029
1.36677, 0.28043, -0.0276981
